id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,nama_rs,alamat,desa_kelurahan,kecamatan,telp_ppk,latitude,longitude,tahun
214,32,JAWA BARAT,3272,KOTA SUKABUMI,RSUD R. SAMSUDIN SH,JL. RUMAH SAKIT NO.1,CIKOLE,CIKOLE,0266-225180,-6.914882,106.934792,2022
215,32,JAWA BARAT,3272,KOTA SUKABUMI,RSUD AL MULK,JL. PELABUHAN II KM 6,LEMBURSITU,LEMBURSITU,0266-6243088,-6.958535,106.897496,2022
216,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RSUD DR. SOEKARDJO,JL. RUMAH SAKIT NO.33,EMPANGSARI,TAWANG,0265-331680,-7.33234718,108.22529,2022
217,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RSUD CICALENGKA,"JL. H. DARHAM CIKOPO NO.35, TENJOLAYA, KEC. CICALENGKA, BANDUNG, JAWA BARAT 40395",TENJOLAYA,CICALENGKA,022-7952202,-6.98233728,107.842052,2023
218,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RSUD AL IHSAN,"JL. KI ASTRAMANGGALA, BALEENDAH, KEC. BALEENDAH, BANDUNG, JAWA BARAT 40381, INDONESIA",BALEENDAH,BALEENDAH,022-5940872,-7.00770719,107.624064,2023
219,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RSUD MAJALAYA,"JL. CIPAKU NO.87, CIPAKU, KEC. PASEH, BANDUNG, JAWA BARAT 40383, INDONESIA",CIPAKU,PASEH,022-5950035,-7.04929,107.772,2023
220,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RSUD SOREANG,"JL. ALUN-ALUN UTARA NO.1, PAMEKARAN, KEC. SOREANG, BANDUNG, JAWA BARAT 40912, INDONESIA",PAMEKARAN,SOREANG,022-5891355,-7.03,108,2023
221,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RSUD KESEHATAN KERJA,"JL. RANCAEKEK NO.KM.27, RW.NO.612, NANJUNGMEKAR, KEC. RANCAEKEK, KABUPATEN BANDUNG, JAWA BARAT 40394",NANJUNGMEKAR,RANCAEKEK,022-7798778,-6.967451,107.826241,2023
222,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RSUD CIKALONG WETAN,"JL. CIKALONG NO.290, CIPTAGUMATI, KEC. CIKALONG WETAN, KABUPATEN BANDUNG BARAT, JAWA BARAT 40556, INDONESIA",CIPTAMUGATI,CIKALONG WETAN,022-86866016,-6.74374444,107.444976,2023
223,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RSUD LEMBANG,"JL. RAYA LEMBANG KM 11,4 NO. 11, GUDANGKAHURIPAN, LEMBANG, GUDANGKAHURIPAN, LEMBANG, KABUPATEN BANDUNG BARAT, JAWA BARAT 40391, INDONESIA",GUDANGKAAHURIPAN,LEMBANG,022-2786879,-6.83820952,107.598325,2023
224,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RSJ PROVINSI JAWA BARAT,"JL. KOLONEL MASTURI NO.KM.7, JAMBUDIPA, KEC. CISARUA, KABUPATEN BANDUNG BARAT, JAWA BARAT, INDONESIA",JAMBUDIPA,CISARUA,022-2700260,-6.80901504,107.563111,2023
225,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RSUD CILILIN,"JL. CINTAKARYA, CILILIN, KABUPATEN BANDUNG BARAT, JAWA BARAT 40562, INDONESIA",CINTAKARYA,CILILIN,022-6941600,-6.94353815,107.459616,2023
226,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSUD KABUPATEN BEKASI,"JL. RAYA TEUKU UMAR NO.202, WANASARI, KEC. CIBITUNG, BEKASI, JAWA BARAT 17520, INDONESIA",WANASARI,CIBITUNG,021-88374444,-6.27,107,2023
227,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSUD CABANGBUNGIN,DESA JAYALAKSANA KECAMATAN CABANG BUNGIN KABUPATEN BEKASI,JAYALAKSANA,CABANGBUNGIN,0857-1767-8889,-6.1,107,2023
228,32,JAWA BARAT,3201,KABUPATEN BOGOR,RSUD LEUWILIANG,JL. RAYA CIBEBER - LEUWILIANG BOGOR,CIBEBER,LEUWILIANG,0251-8643290,-6.57,107,2023
229,32,JAWA BARAT,3201,KABUPATEN BOGOR,RSUD CIBINONG,JL. KSR DADI KUSMAYADI NO. 27 CIBINONG BOGOR,TENGAH,CIBINONG,021-8753487,-6.47,107,2023
230,32,JAWA BARAT,3201,KABUPATEN BOGOR,RSUD CIAWI,JL. RAYA PUNCAK 479 CIAWI BOGOR,BENDUNGAN,CIAWI,0518-240736,-6.66,107,2023
231,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM DR MUHAMAD HASSAN TOTO,"JL. SARDJIO NO. 1, SEMPLAK KEC. KEMANG",ATANG SENJAYA,KEMANG,0251-7535976,-6.5,107,2023
232,32,JAWA BARAT,3201,KABUPATEN BOGOR,RSUD CILEUNGSI,JL. RAYA CILEUNGSI-JONGGOL KM.10 CILEUNGSI KABUPATEN BOGOR,CIPEUCANG,CILEUNGSI,021-89934667,-6.43,107,2023
233,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RSUD CIAMIS,"JL. RUMAH SAKIT NO.76, CIAMIS,",CIAMIS,CIAMIS,0265-771018,-7.34,108,2023
234,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RSUD KAWALI,"Jl. Raya Kawali-Cirebon No.37, Winduraja, Kec. Kawali, Kabupaten Ciamis, Jawa Barat 46253",WINDURAJA,KAWALI,0265-7511923,-7.1720345,108.368269,2023
235,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RSUD CIMACAN,"JL. RAYA CIMACAN NO.17A, PALASARI, KEC. CIPANAS, KABUPATEN CIANJUR, JAWA BARAT 43253",PALASARI,CIPANAS,0263-512465,-6.72033255,107.032537,2023
236,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RSUD SAYANG KAB CIANJUR,"JL. RUMAH SAKIT NO.1, BOJONGHERANG, KEC. CIANJUR, KABUPATEN CIANJUR, JAWA BARAT 43216",BOJONGHERANG,CIANJUR,0263-261026,-6.810525,107.141066,2023
237,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RSUD PAGELARAN,JL. RAYA PAGELARAN NO 18 DESA PAGELARAN KEC. PAGELARAN KABUPATEN CIANJUR 43266,DESA PAGELARAN,PAGELARAN,0263--2361093,-7.21435837,107.139431,2023
238,32,JAWA BARAT,3209,KABUPATEN CIREBON,RSUD WALED,"JL. PRABU KIANSANTANG NO.4, WALED KOTA, WALED, CIREBON, JAWA BARAT 45187",WALED KOTA,WALED,0231-661126,-6.91304,108.719,2023
239,32,JAWA BARAT,3209,KABUPATEN CIREBON,RS PARU PROVINSI JAWA BARAT,"JL. PANGERAN KEJAKSAN PO.BOX 4 DESA SIDAWANGI, KECAMATAN SUMBER KABUPATEN CIREBON",SIDAWANGI,SUMBER,0231--8330707,-6.797155,108.475501,2023
240,32,JAWA BARAT,3209,KABUPATEN CIREBON,RSUD RJAWINANGUN,"JL. BY PASS PALIMANAN JAKARTA KM. 2 NO. 1, KEBONTURI, KEC. ARJAWINANGUN, KABUPATEN CIREBON, JAWA BARAT 45162",KEBONTURI,ARJAWINANGUN,0231-358335,-6.6565688,108.412696,2023
241,32,JAWA BARAT,3205,KABUPATEN GARUT,RSUD PAMEUNGPEUK,"JL. MIRAMAREU NO.99, SIRNABAKTI, PAMEUNGPEUK, KABUPATEN GARUT, JAWA BARAT 44175",SIRNABAKTI,PAMEUNGPEUK,0262-2816017,-7.22540946,107.911241,2023
242,32,JAWA BARAT,3205,KABUPATEN GARUT,RSUD DR SLAMET GARUT,"JL. RSU DR. SLAMET NO.12, SUKAKARYA, KEC. TAROGONG KIDUL, KABUPATEN GARUT, JAWA BARAT 44151",SUKAKARYA,TAROGONG KIDUL,0262-232720,-7.213105,107.920109,2023
243,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RSUD INDRAMAYU,"JL. MURAHNARA NO.7, SINDANG, KABUPATEN INDRAMAYU, JAWA BARAT 45222",SINDANG,INDRAMAYU,0234-023427265,-6.33021,108.32,2023
244,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RSUD PANTURA MA SENTOT PATROL,"JL. RAYA PATROL NO.KM.46, PATROL LOR, KEC. PATROL, KABUPATEN INDRAMAYU, JAWA BARAT 45257",PATROL LOR,PATROL,0234-612715,-6.31432086,107.998717,2023
245,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RSUD M URSID IBNU SYAFIUDDIN,"Krangkeng, Kec. Krangkeng, Kabupaten Indramayu, Jawa Barat 45284",KRANGKENG,KRANGKENG,0,-6.495347,108.474553,2023
246,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RSUD KARAWANG,"JL. GALUH MAS RAYA NO.1, SUKAHARJA, KEC. TELUKJAMBE TIM., KABUPATEN KARAWANG, JAWA BARAT 41361",SUKAHARJA,TELUKJAMBE TIMUR,0267-640444,-6.320752,107.293131,2023
247,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RSUD LINGGARJATI,JL. RAYA BANDORASA WETAN NO.36,BANDORASA WETAN,CILIMUS,0232-614885,-6.885481,108.493841,2023
248,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RSUD 45 KUNINGAN,JL .JEND SUDIRMAN NO. 68,KUNINGAN,KUNINGAN,0232-023287188,-6.984283,108.481617,2023
249,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RSUD CIDERES,JL. RAYA CIDERES - KADIPATEN NO 180,BOJONGCIDERES,DAWUAN,0233-023366100,-6.760698,108.195011,2023
250,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RSUD KABUPATEN MAJALENGKA,JL. KESEHATAN NO. 77 MAJALENGKA,MAJALENGKA WETAN,MAJALENGKA,0233-281189,-6.833815,108.233428,2023
251,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RSUD KABUPATEN PANGANDARAN,JL. PANANJUNG NO.412,PANANJUNG,PANGANDARAN,0,-7.681342,108.647689,2023
252,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RSUD BAYU ASIH,JL. VETERAN NO. 39,NAGRI KALER, PURWAKARTA,0264-200100,-65381349,107.443049,2023
253,32,JAWA BARAT,3213,KABUPATEN SUBANG,RSUD KAB SUBANG,JL. BRIGJEN KATAMSO NO.37, DANGDEUR,SUBANG,0260-417442,-6.558127,107.747054,2023
254,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RSUD SEKARWANGI,JL. SILIWANGI 49 CIBADAK,CIBADAK,CIBADAK,0266-531261,-6.89662,106.793175,2023
255,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RSUD JAMPANG KULON,JL. CIBARUSAH NO. 1, TANJUNG,JAMPANG KULON,0266-490009,-7.252668,106.625497,2023
256,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RSUD PALABUHANRATU,JL. AHMAD YANI NO.2,CITEPUS,PALABUHANRATU,0266-432081,-6.98904,106.557929,2023
257,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,RSUD SUMEDANG,JL. PALASARI NO. 80,KOTAKULON,SUMEDANG SELATAN,0261-201021,-6.857049,107.920718,2023
258,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,RSUD SINGAPARNA MEDIKA CITRAUTAMA (SMC),JL. RAYA RANCAMAYA,CIKUNTEN,SINGAPARNA,0812-157-5782,-7.358758,108.106736,2023
259,32,JAWA BARAT,3273,KOTA BANDUNG,RSU PUSAT DR. HASAN SADIKIN,JL. PASTEUR NO. 38,PASTEUR,SUKAJADI,022-2034954,-6.90017,107.600984,2023
260,32,JAWA BARAT,3273,KOTA BANDUNG,RSUD KOTA BANDUNG,JL. RUMAH SAKIT NO. 22 UJUNG BERUNG,PAKEMITAN,CINAMBO,022-7811794,-6.91541,107.69934,2023
261,32,JAWA BARAT,3279,KOTA BANJAR,RSUD KOTA BANJAR,JL. RUMAH SAKIT UMUM NO. 5,HEGARSARI,PATARUMAN,0265-332314,-7.368493,108.543096,2023
262,32,JAWA BARAT,3279,KOTA BANJAR,RSUD ASIH HUSADA LANGENSARI,"JL. PAHLAWAN NO.25, MUKTISARI, KEC. LANGENSARI, KOTA BANJAR, JAWA BARAT 46343",MUKTISARI,LANGENSARI,0265-7484676,-7.3668666,108.608709,2023
263,32,JAWA BARAT,3275,KOTA BEKASI,RSUD KOTA BEKASI,JL. PRAMUKA NO. 55,MARGA JAYA,BEKASI SELATAN,021-8841005,-6.270428,107.004955,2023
264,32,JAWA BARAT,3275,KOTA BEKASI,RSUD PONDOK GEDE,"JL. RAYA JATIWARINGIN NO.1, RT.001/RW.009, JATIWARINGIN, KEC. PD. GEDE, KOTA BKS, JAWA BARAT 17411",JATIWARINGIN,PONDOK GEDE,021-85516033,-6.2828185,106.913621,2023
265,32,JAWA BARAT,3275,KOTA BEKASI,RSUD JATISAMPURNA,"L. RAYA KRANGGAN NO.26, RT.001/RW.004, JATISAMPURNA, KEC. JATISAMPURNA, KOTA BKS, JAWA BARAT 17433",KRANGGAN,JATISAMPURNA,021-22817282,-6.3635511,106.92151,2023
266,32,JAWA BARAT,3275,KOTA BEKASI,RSUD BANTARGEBANG,"JL. SILIWANGI NO.KM. 10, RT.004/RW.001, BANTARGEBANG, KEC. BANTAR GEBANG, KOTA BKS, JAWA BARAT 17152",BANTARGEBANG,BANTARGEBANG,021-82637773,-6.3146173,106.986518,2023
267,32,JAWA BARAT,3275,KOTA BEKASI,RSUD TELUK PUCUNG,"JL. LKR. UTARA, RT.002/RW.006, TLK. PUCUNG, KEC. BEKASI UTARA, KOTA BKS, JAWA BARAT 17121",TELUK PUCUNG,BEKASI UTARA,021-38312012,-6.2102844,107.027722,2023
268,32,JAWA BARAT,3271,KOTA BOGOR,RSUD KOTA BOGOR,JL. DOKTOR SUMERU NO 120 BOGOR,MENTENG,BOGOR BARAT,0251-8312292,-6.58041,106.778,2023
269,32,JAWA BARAT,3277,KOTA CIMAHI,RSUD CIBABAT,JL. RAYA CIBABAT NO 140 CIMAHI,CIBABAT,CIMAHI UTARA,022-6652025,-6.87924083,107.550775,2023
270,32,JAWA BARAT,3274,KOTA CIREBON,RSUD GUNUNG JATI,JL. KESAMBI NO 56,DRAJAT,KESAMBI,0231-20633,-6.73077263,108.555372,2023
271,32,JAWA BARAT,3276,KOTA DEPOK,RSUD KOTA DEPOK,"JL. RAYA MUCHTAR NO.99, SAWANGAN LAMA, KEC. SAWANGAN, KOTA DEPOK, JAWA BARAT 16511",SAWANGAN LAMA,SAWANGAN,0251-8602514,-6.395751,106.759009,2023
272,32,JAWA BARAT,3272,KOTA SUKABUMI,RSUD R. SAMSUDIN SH,JL. RUMAH SAKIT NO.1,CIKOLE,CIKOLE,0266-225180,-6.914882,106.934792,2023
273,32,JAWA BARAT,3272,KOTA SUKABUMI,RSUD AL MULK,JL. PELABUHAN II KM 6,LEMBURSITU,LEMBURSITU,0266-6243088,-6.958535,106.897496,2023
274,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RSUD DR. SOEKARDJO,JL. RUMAH SAKIT NO.33,EMPANGSARI,TAWANG,0265-331680,-7.33234718,108.22529,2023
275,32,JAWA BARAT,3201,KABUPATEN BOGOR,RSUD LEUWILIANG,JL. RAYA CIBEBER - LEUWILIANG BOGOR,CIBEBER,LEUWILIANG,0251-8643290,"-6,57000000","107,0000",2024
276,32,JAWA BARAT,3201,KABUPATEN BOGOR,RSUD CIBINONG,JL. KSR DADI KUSMAYADI NO. 27 CIBINONG BOGOR,TENGAH,CIBINONG,021-8753487,"-6,47000000","107,0000",2024
277,32,JAWA BARAT,3201,KABUPATEN BOGOR,RSUD CIAWI,JL. RAYA PUNCAK 479 CIAWI BOGOR,BENDUNGAN,CIAWI,0518-240736,"-6,66000000","107,0000",2024
278,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM DR MUHAMAD HASSAN TOTO,"JL. SARDJIO NO. 1, SEMPLAK KEC. KEMANG",ATANG SENJAYA,KEMANG,0251-7535976,"-6,50000000","107,0000",2024
279,32,JAWA BARAT,3201,KABUPATEN BOGOR,RSUD CILEUNGSI,JL. RAYA CILEUNGSI-JONGGOL KM.10 CILEUNGSI KABUPATEN BOGOR,CIPEUCANG,CILEUNGSI,021-89934667,"-6,43000000","107,0000",2024
280,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RSUD SEKARWANGI,JL. SILIWANGI 49 CIBADAK,CIBADAK,CIBADAK,0266-531261,"-6,89662000","106,7932",2024
281,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RSUD JAMPANG KULON,JL. CIBARUSAH NO. 1, TANJUNG,JAMPANG KULON,0266-490009,"-7,25266800","106,6255",2024
282,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RSUD PALABUHANRATU,JL. AHMAD YANI NO.2,CITEPUS,PALABUHANRATU,0266-432081,"-6,98904000","106,5579",2024
283,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RSUD CIMACAN,"JL. RAYA CIMACAN NO.17A, PALASARI, KEC. CIPANAS, KABUPATEN CIANJUR, JAWA BARAT 43253",PALASARI,CIPANAS,0263-512465,"-6,72033255","107,0325",2024
284,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RSUD SAYANG KAB CIANJUR,"JL. RUMAH SAKIT NO.1, BOJONGHERANG, KEC. CIANJUR, KABUPATEN CIANJUR, JAWA BARAT 43216",BOJONGHERANG,CIANJUR,0263-261026,"-6,81052500","107,1411",2024
285,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RSUD PAGELARAN,JL. RAYA PAGELARAN NO 18 DESA PAGELARAN KEC. PAGELARAN KABUPATEN CIANJUR 43266,DESA PAGELARAN,PAGELARAN,0263--2361093,"-7,21435837","107,1394",2024
286,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RSUD CICALENGKA,"JL. H. DARHAM CIKOPO NO.35, TENJOLAYA, KEC. CICALENGKA, BANDUNG, JAWA BARAT 40395",TENJOLAYA,CICALENGKA,022-7952202,"-6,98233728","107,8421",2024
287,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RSUD AL IHSAN,"JL. KI ASTRAMANGGALA, BALEENDAH, KEC. BALEENDAH, BANDUNG, JAWA BARAT 40381, INDONESIA",BALEENDAH,BALEENDAH,022-5940872,"-7,00770719","107,6241",2024
288,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RSUD MAJALAYA,"JL. CIPAKU NO.87, CIPAKU, KEC. PASEH, BANDUNG, JAWA BARAT 40383, INDONESIA",CIPAKU,PASEH,022-5950035,"-7,04929000","107,7720",2024
289,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RSUD SOREANG,"JL. ALUN-ALUN UTARA NO.1, PAMEKARAN, KEC. SOREANG, BANDUNG, JAWA BARAT 40912, INDONESIA",PAMEKARAN,SOREANG,022-5891355,"-7,03000000","108,0000",2024
290,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RSUD KESEHATAN KERJA,"JL. RANCAEKEK NO.KM.27, RW.NO.612, NANJUNGMEKAR, KEC. RANCAEKEK, KABUPATEN BANDUNG, JAWA BARAT 40394",NANJUNGMEKAR,RANCAEKEK,022-7798778,"-6,96745100","107,8262",2024
291,32,JAWA BARAT,3205,KABUPATEN GARUT,RSUD PAMEUNGPEUK,"JL. MIRAMAREU NO.99, SIRNABAKTI, PAMEUNGPEUK, KABUPATEN GARUT, JAWA BARAT 44175",SIRNABAKTI,PAMEUNGPEUK,0262-2816017,"-7,22540946","107,9112",2024
292,32,JAWA BARAT,3205,KABUPATEN GARUT,RSUD DR SLAMET GARUT,"JL. RSU DR. SLAMET NO.12, SUKAKARYA, KEC. TAROGONG KIDUL, KABUPATEN GARUT, JAWA BARAT 44151",SUKAKARYA,TAROGONG KIDUL,0262-232720,"-7,21310500","107,9201",2024
293,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,RSUD SINGAPARNA MEDIKA CITRAUTAMA (SMC),JL. RAYA RANCAMAYA,CIKUNTEN,SINGAPARNA,0812-157-5782,"-7,35875800","108,1067",2024
294,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RSUD CIAMIS,"JL. RUMAH SAKIT NO.76, CIAMIS,",CIAMIS,CIAMIS,0265-771018,"-7,34000000","108,0000",2024
295,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RSUD KAWALI,"Jl. Raya Kawali-Cirebon No.37, Winduraja, Kec. Kawali, Kabupaten Ciamis, Jawa Barat 46253",WINDURAJA,KAWALI,0265-7511923,"-7,17203450","108,3683",2024
296,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RSUD LINGGARJATI,JL. RAYA BANDORASA WETAN NO.36,BANDORASA WETAN,CILIMUS,0232-614885,"-6,88548100","108,4938",2024
297,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RSUD 45 KUNINGAN,JL .JEND SUDIRMAN NO. 68,KUNINGAN,KUNINGAN,0232-023287188,"-6,98428300","108,4816",2024
298,32,JAWA BARAT,3209,KABUPATEN CIREBON,RSUD WALED,"JL. PRABU KIANSANTANG NO.4, WALED KOTA, WALED, CIREBON, JAWA BARAT 45187",WALED KOTA,WALED,0231-661126,"-6,91304000","108,7190",2024
299,32,JAWA BARAT,3209,KABUPATEN CIREBON,RS PARU PROVINSI JAWA BARAT,"JL. PANGERAN KEJAKSAN PO.BOX 4 DESA SIDAWANGI, KECAMATAN SUMBER KABUPATEN CIREBON",SIDAWANGI,SUMBER,0231--8330707,"-6,79715500","108,4755",2024
300,32,JAWA BARAT,3209,KABUPATEN CIREBON,RSUD RJAWINANGUN,"JL. BY PASS PALIMANAN JAKARTA KM. 2 NO. 1, KEBONTURI, KEC. ARJAWINANGUN, KABUPATEN CIREBON, JAWA BARAT 45162",KEBONTURI,ARJAWINANGUN,0231-358335,"-6,65656880","108,4127",2024
301,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RSUD CIDERES,JL. RAYA CIDERES - KADIPATEN NO 180,BOJONGCIDERES,DAWUAN,0233-023366100,"-6,76069800","108,1950",2024
302,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RSUD KABUPATEN MAJALENGKA,JL. KESEHATAN NO. 77 MAJALENGKA,MAJALENGKA WETAN,MAJALENGKA,0233-281189,"-6,83381500","108,2334",2024
303,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,RSUD SUMEDANG,JL. PALASARI NO. 80,KOTAKULON,SUMEDANG SELATAN,0261-201021,"-6,85704900","107,9207",2024
304,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RSUD INDRAMAYU,"JL. MURAHNARA NO.7, SINDANG, KABUPATEN INDRAMAYU, JAWA BARAT 45222",SINDANG,INDRAMAYU,0234-023427265,"-6,33021000","108,3200",2024
305,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RSUD PANTURA MA SENTOT PATROL,"JL. RAYA PATROL NO.KM.46, PATROL LOR, KEC. PATROL, KABUPATEN INDRAMAYU, JAWA BARAT 45257",PATROL LOR,PATROL,0234-612715,"-6,31432086","107,9987",2024
306,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RSUD M URSID IBNU SYAFIUDDIN,"Krangkeng, Kec. Krangkeng, Kabupaten Indramayu, Jawa Barat 45284",KRANGKENG,KRANGKENG,0,"-6,49534700","108,4746",2024
307,32,JAWA BARAT,3213,KABUPATEN SUBANG,RSUD KAB SUBANG,JL. BRIGJEN KATAMSO NO.37, DANGDEUR,SUBANG,0260-417442,"-6,55812700","107,7471",2024
308,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RSUD BAYU ASIH,JL. VETERAN NO. 39,NAGRI KALER, PURWAKARTA,0264-200100,"-6,53813490","107,4430",2024
309,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RSUD KARAWANG,"JL. GALUH MAS RAYA NO.1, SUKAHARJA, KEC. TELUKJAMBE TIM., KABUPATEN KARAWANG, JAWA BARAT 41361",SUKAHARJA,TELUKJAMBE TIMUR,0267-640444,"-6,32075200","107,2931",2024
310,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSUD KABUPATEN BEKASI,"JL. RAYA TEUKU UMAR NO.202, WANASARI, KEC. CIBITUNG, BEKASI, JAWA BARAT 17520, INDONESIA",WANASARI,CIBITUNG,021-88374444,"-6,27000000","107,0000",2024
311,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSUD CABANGBUNGIN,DESA JAYALAKSANA KECAMATAN CABANG BUNGIN KABUPATEN BEKASI,JAYALAKSANA,CABANGBUNGIN,0857-1767-8889,"-6,10000000","107,0000",2024
312,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RSUD CIKALONG WETAN,"JL. CIKALONG NO.290, CIPTAGUMATI, KEC. CIKALONG WETAN, KABUPATEN BANDUNG BARAT, JAWA BARAT 40556, INDONESIA",CIPTAMUGATI,CIKALONG WETAN,022-86866016,"-6,74374444","107,4450",2024
313,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RSUD LEMBANG,"JL. RAYA LEMBANG KM 11,4 NO. 11, GUDANGKAHURIPAN, LEMBANG, GUDANGKAHURIPAN, LEMBANG, KABUPATEN BANDUNG BARAT, JAWA BARAT 40391, INDONESIA",GUDANGKAAHURIPAN,LEMBANG,022-2786879,"-6,83820952","107,5983",2024
314,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RSJ PROVINSI JAWA BARAT,"JL. KOLONEL MASTURI NO.KM.7, JAMBUDIPA, KEC. CISARUA, KABUPATEN BANDUNG BARAT, JAWA BARAT, INDONESIA",JAMBUDIPA,CISARUA,022-2700260,"-6,80901504","107,5631",2024
315,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RSUD CILILIN,"JL. CINTAKARYA, CILILIN, KABUPATEN BANDUNG BARAT, JAWA BARAT 40562, INDONESIA",CINTAKARYA,CILILIN,022-6941600,"-6,94353815","107,4596",2024
316,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RSUD KABUPATEN PANGANDARAN,JL. PANANJUNG NO.412,PANANJUNG,PANGANDARAN,0,"-7,68134200","108,6477",2024
317,32,JAWA BARAT,3271,KOTA BOGOR,RSUD KOTA BOGOR,JL. DOKTOR SUMERU NO 120 BOGOR,MENTENG,BOGOR BARAT,0251-8312292,"-6,58041000","106,7780",2024
318,32,JAWA BARAT,3272,KOTA SUKABUMI,RSUD R. SAMSUDIN SH,JL. RUMAH SAKIT NO.1,CIKOLE,CIKOLE,0266-225180,"-6,91488200","106,9348",2024
319,32,JAWA BARAT,3272,KOTA SUKABUMI,RSUD AL MULK,JL. PELABUHAN II KM 6,LEMBURSITU,LEMBURSITU,0266-6243088,"-6,95853500","106,8975",2024
320,32,JAWA BARAT,3273,KOTA BANDUNG,RSU PUSAT DR. HASAN SADIKIN,JL. PASTEUR NO. 38,PASTEUR,SUKAJADI,022-2034954,"-6,90017000","107,6010",2024
321,32,JAWA BARAT,3273,KOTA BANDUNG,RSUD KOTA BANDUNG,JL. RUMAH SAKIT NO. 22 UJUNG BERUNG,PAKEMITAN,CINAMBO,022-7811794,"-6,91541000","107,6993",2024
322,32,JAWA BARAT,3274,KOTA CIREBON,RSUD GUNUNG JATI,JL. KESAMBI NO 56,DRAJAT,KESAMBI,0231-20633,"-6,73077263","108,5554",2024
323,32,JAWA BARAT,3275,KOTA BEKASI,RSUD KOTA BEKASI,JL. PRAMUKA NO. 55,MARGA JAYA,BEKASI SELATAN,021-8841005,"-6,27042800","107,0050",2024
